1e-05 1 0.101506
1e-05 3.59381 0.609317
1e-05 12.9155 1.28453
1e-05 46.4159 2.11322
1e-05 166.81 3.0692
1e-05 599.484 4.12814
1e-05 2154.43 5.2697
1e-05 7742.64 6.47741
1e-05 27825.6 7.73786
1e-05 100000 9.04027
3.54813e-05 1 0.249202
3.54813e-05 3.59381 0.632678
3.54813e-05 12.9155 1.12408
3.54813e-05 46.4159 1.69973
3.54813e-05 166.81 2.3373
3.54813e-05 599.484 3.01943
3.54813e-05 2154.43 3.73328
3.54813e-05 7742.64 4.46926
3.54813e-05 27825.6 5.22008
3.54813e-05 100000 5.98032
0.000125893 1 0.306743
0.000125893 3.59381 0.594797
0.000125893 12.9155 0.944414
0.000125893 46.4159 1.33185
0.000125893 166.81 1.74146
0.000125893 599.484 2.16295
0.000125893 2154.43 2.58967
0.000125893 7742.64 3.0172
0.000125893 27825.6 3.44248
0.000125893 100000 3.86351
0.000446684 1 0.301983
0.000446684 3.59381 0.518199
0.000446684 12.9155 0.75949
0.000446684 46.4159 1.00913
0.000446684 166.81 1.259
0.000446684 599.484 1.50481
0.000446684 2154.43 1.74442
0.000446684 7742.64 1.97676
0.000446684 27825.6 2.20132
0.000446684 100000 2.41801
0.00158489 1 0.263676
0.00158489 3.59381 0.424488
0.00158489 12.9155 0.58287
0.00158489 46.4159 0.733064
0.00158489 166.81 0.873702
0.00158489 599.484 1.00481
0.00158489 2154.43 1.12695
0.00158489 7742.64 1.24085
0.00158489 27825.6 1.34722
0.00158489 100000 1.44677
0.00562341 1 0.218099
0.00562341 3.59381 0.33052
0.00562341 12.9155 0.423827
0.00562341 46.4159 0.502911
0.00562341 166.81 0.570927
0.00562341 599.484 0.630117
0.00562341 2154.43 0.682135
0.00562341 7742.64 0.728232
0.00562341 27825.6 0.769375
0.00562341 100000 0.806323
0.0199526 1 0.181215
0.0199526 3.59381 0.242347
0.0199526 12.9155 0.282827
0.0199526 46.4159 0.312129
0.0199526 166.81 0.334326
0.0199526 599.484 0.351642
0.0199526 2154.43 0.365424
0.0199526 7742.64 0.376556
0.0199526 27825.6 0.38565
0.0199526 100000 0.393141
0.0707946 1 0.135396
0.0707946 3.59381 0.144235
0.0707946 12.9155 0.146826
0.0707946 46.4159 0.147002
0.0707946 166.81 0.146042
0.0707946 599.484 0.14451
0.0707946 2154.43 0.142683
0.0707946 7742.64 0.140712
0.0707946 27825.6 0.138684
0.0707946 100000 0.136648
0.251189 1 0.0340204
0.251189 3.59381 0.0267889
0.251189 12.9155 0.0226685
0.251189 46.4159 0.0198667
0.251189 166.81 0.0177909
0.251189 599.484 0.0161702
0.251189 2154.43 0.0148599
0.251189 7742.64 0.0137732
0.251189 27825.6 0.0128538
0.251189 100000 0.0120637
0.891251 1 -2.47827e-08
0.891251 3.59381 2.348e-09
0.891251 12.9155 2.97712e-09
0.891251 46.4159 2.49512e-09
0.891251 166.81 2.05707e-09
0.891251 599.484 1.71779e-09
0.891251 2154.43 1.45582e-09
0.891251 7742.64 1.25023e-09
0.891251 27825.6 1.08613e-09
0.891251 100000 9.53315e-10
