1e-05 1 0.0930506
1e-05 3.59381 0.576566
1e-05 12.9155 1.23742
1e-05 46.4159 2.05611
1e-05 166.81 3.00453
1e-05 599.484 4.05746
1e-05 2154.43 5.1941
1e-05 7742.64 6.39764
1e-05 27825.6 7.65452
1e-05 100000 8.95382
3.54813e-05 1 0.114837
3.54813e-05 3.59381 0.490523
3.54813e-05 12.9155 0.977807
3.54813e-05 46.4159 1.55087
3.54813e-05 166.81 2.18669
3.54813e-05 599.484 2.86755
3.54813e-05 2154.43 3.58046
3.54813e-05 7742.64 4.31572
3.54813e-05 27825.6 5.06601
3.54813e-05 100000 5.82582
0.000125893 1 0.127866
0.000125893 3.59381 0.419345
0.000125893 12.9155 0.771706
0.000125893 46.4159 1.16146
0.000125893 166.81 1.5731
0.000125893 599.484 1.99639
0.000125893 2154.43 2.42475
0.000125893 7742.64 2.85377
0.000125893 27825.6 3.28043
0.000125893 100000 3.70275
0.000446684 1 0.13488
0.000446684 3.59381 0.360877
0.000446684 12.9155 0.60869
0.000446684 46.4159 0.863289
0.000446684 166.81 1.11718
0.000446684 599.484 1.36639
0.000446684 2154.43 1.60894
0.000446684 7742.64 1.84387
0.000446684 27825.6 2.07076
0.000446684 100000 2.28956
0.00158489 1 0.141103
0.00158489 3.59381 0.314123
0.00158489 12.9155 0.480315
0.00158489 46.4159 0.636278
0.00158489 166.81 0.781492
0.00158489 599.484 0.916385
0.00158489 2154.43 1.04176
0.00158489 7742.64 1.15847
0.00158489 27825.6 1.26734
0.00158489 100000 1.36911
0.00562341 1 0.154172
0.00562341 3.59381 0.27822
0.00562341 12.9155 0.378671
0.00562341 46.4159 0.462872
0.00562341 166.81 0.534845
0.00562341 599.484 0.597242
0.00562341 2154.43 0.651943
0.00562341 7742.64 0.700336
0.00562341 27825.6 0.743478
0.00562341 100000 0.782191
0.0199526 1 0.177679
0.0199526 3.59381 0.246523
0.0199526 12.9155 0.291262
0.0199526 46.4159 0.323366
0.0199526 166.81 0.347574
0.0199526 599.484 0.366414
0.0199526 2154.43 0.381394
0.0199526 7742.64 0.393491
0.0199526 27825.6 0.403379
0.0199526 100000 0.411532
0.0707946 1 0.176904
0.0707946 3.59381 0.183812
0.0707946 12.9155 0.184613
0.0707946 46.4159 0.183233
0.0707946 166.81 0.180919
0.0707946 599.484 0.178195
0.0707946 2154.43 0.175307
0.0707946 7742.64 0.172383
0.0707946 27825.6 0.169491
0.0707946 100000 0.166667
0.251189 1 0.052426
0.251189 3.59381 0.0401488
0.251189 12.9155 0.0333709
0.251189 46.4159 0.0288726
0.251189 166.81 0.0256013
0.251189 599.484 0.0230844
0.251189 2154.43 0.0210739
0.251189 7742.64 0.0194232
0.251189 27825.6 0.0180384
0.251189 100000 0.0168572
0.891251 1 -2.61051e-08
0.891251 3.59381 3.10676e-10
0.891251 12.9155 1.52835e-09
0.891251 46.4159 1.47227e-09
0.891251 166.81 1.31002e-09
0.891251 599.484 1.15372e-09
0.891251 2154.43 1.01748e-09
0.891251 7742.64 9.01242e-10
0.891251 27825.6 8.02633e-10
0.891251 100000 7.19036e-10
