1e-05 1 -0.486023
1e-05 3.59381 5.76614
1e-05 12.9155 23.2754
1e-05 46.4159 49.0502
1e-05 166.81 80.5846
1e-05 599.484 116.079
1e-05 2154.43 154.287
1e-05 7742.64 194.327
1e-05 27825.6 235.557
1e-05 100000 277.519
3.54813e-05 1 -0.848871
3.54813e-05 3.59381 5.11099
3.54813e-05 12.9155 18.6812
3.54813e-05 46.4159 36.6993
3.54813e-05 166.81 57.2718
3.54813e-05 599.484 79.2552
3.54813e-05 2154.43 101.958
3.54813e-05 7742.64 124.942
3.54813e-05 27825.6 147.919
3.54813e-05 100000 170.706
0.000125893 1 -1.10207
0.000125893 3.59381 4.67856
0.000125893 12.9155 14.8895
0.000125893 46.4159 26.9547
0.000125893 166.81 39.7073
0.000125893 599.484 52.5687
0.000125893 2154.43 65.2497
0.000125893 7742.64 77.6
0.000125893 27825.6 89.5425
0.000125893 100000 101.045
0.000446684 1 -1.00534
0.000446684 3.59381 4.43924
0.000446684 12.9155 11.7364
0.000446684 46.4159 19.3065
0.000446684 166.81 26.6415
0.000446684 599.484 33.5686
0.000446684 2154.43 40.0449
0.000446684 7742.64 46.0757
0.000446684 27825.6 51.685
0.000446684 100000 56.9045
0.00158489 1 -0.397342
0.00158489 3.59381 4.30644
0.00158489 12.9155 9.06183
0.00158489 46.4159 13.3274
0.00158489 166.81 17.0648
0.00158489 599.484 20.3298
0.00158489 2154.43 23.1915
0.00158489 7742.64 25.7121
0.00158489 27825.6 27.9441
0.00158489 100000 29.9305
0.00562341 1 0.667664
0.00562341 3.59381 4.08642
0.00562341 12.9155 6.67475
0.00562341 46.4159 8.63196
0.00562341 166.81 10.1417
0.00562341 599.484 11.3295
0.00562341 2154.43 12.2791
0.00562341 7742.64 13.0481
0.00562341 27825.6 13.6775
0.00562341 100000 14.1969
0.0199526 1 1.71274
0.0199526 3.59381 3.42533
0.0199526 12.9155 4.33841
0.0199526 46.4159 4.86863
0.0199526 166.81 5.18911
0.0199526 599.484 5.38495
0.0199526 2154.43 5.50185
0.0199526 7742.64 5.5667
0.0199526 27825.6 5.59635
0.0199526 100000 5.60158
0.0707946 1 1.74682
0.0707946 3.59381 1.97683
0.0707946 12.9155 1.97252
0.0707946 46.4159 1.90789
0.0707946 166.81 1.82767
0.0707946 599.484 1.74631
0.0707946 2154.43 1.66874
0.0707946 7742.64 1.59655
0.0707946 27825.6 1.53002
0.0707946 100000 1.46893
0.251189 1 0.493855
0.251189 3.59381 0.364108
0.251189 12.9155 0.287324
0.251189 46.4159 0.23712
0.251189 166.81 0.201837
0.251189 599.484 0.1757
0.251189 2154.43 0.155586
0.251189 7742.64 0.139645
0.251189 27825.6 0.126701
0.251189 100000 0.115988
0.891251 1 -4.80444e-05
0.891251 3.59381 -1.98473e-06
0.891251 12.9155 2.01496e-06
0.891251 46.4159 2.08713e-06
0.891251 166.81 1.70554e-06
0.891251 599.484 1.34438e-06
0.891251 2154.43 1.06217e-06
0.891251 7742.64 8.49085e-07
0.891251 27825.6 6.87935e-07
0.891251 100000 5.64539e-07
