1e-05 1 2.50966
1e-05 3.59381 2.77941
1e-05 12.9155 3.30955
1e-05 46.4159 4.03454
1e-05 166.81 4.91028
1e-05 599.484 5.90403
1e-05 2154.43 6.9909
1e-05 7742.64 8.15163
1e-05 27825.6 9.37101
1e-05 100000 10.637
3.54813e-05 1 1.50323
3.54813e-05 3.59381 1.74814
3.54813e-05 12.9155 2.1555
3.54813e-05 46.4159 2.6713
3.54813e-05 166.81 3.2627
3.54813e-05 599.484 3.90743
3.54813e-05 2154.43 4.58997
3.54813e-05 7742.64 5.29911
3.54813e-05 27825.6 6.02653
3.54813e-05 100000 6.76604
0.000125893 1 0.885348
0.000125893 3.59381 1.09809
0.000125893 12.9155 1.40231
0.000125893 46.4159 1.75759
0.000125893 166.81 2.14251
0.000125893 599.484 2.54406
0.000125893 2154.43 2.95417
0.000125893 7742.64 3.36749
0.000125893 27825.6 3.78041
0.000125893 100000 4.19053
0.000446684 1 0.510484
0.000446684 3.59381 0.689932
0.000446684 12.9155 0.909252
0.000446684 46.4159 1.14344
0.000446684 166.81 1.38152
0.000446684 599.484 1.61788
0.000446684 2154.43 1.84964
0.000446684 7742.64 2.07531
0.000446684 27825.6 2.2941
0.000446684 100000 2.50571
0.00158489 1 0.288625
0.00158489 3.59381 0.434567
0.00158489 12.9155 0.584195
0.00158489 46.4159 0.728326
0.00158489 166.81 0.864407
0.00158489 599.484 0.991904
0.00158489 2154.43 1.1111
0.00158489 7742.64 1.22252
0.00158489 27825.6 1.32677
0.00158489 100000 1.42448
0.00562341 1 0.165365
0.00562341 3.59381 0.274234
0.00562341 12.9155 0.365665
0.00562341 46.4159 0.443593
0.00562341 166.81 0.510845
0.00562341 599.484 0.569506
0.00562341 2154.43 0.621153
0.00562341 7742.64 0.666988
0.00562341 27825.6 0.707946
0.00562341 100000 0.744768
0.0199526 1 0.105018
0.0199526 3.59381 0.168744
0.0199526 12.9155 0.211262
0.0199526 46.4159 0.242269
0.0199526 166.81 0.265941
0.0199526 599.484 0.284563
0.0199526 2154.43 0.299517
0.0199526 7742.64 0.311714
0.0199526 27825.6 0.321785
0.0199526 100000 0.330177
0.0707946 1 0.0689013
0.0707946 3.59381 0.0856346
0.0707946 12.9155 0.093339
0.0707946 46.4159 0.0972789
0.0707946 166.81 0.0992802
0.0707946 599.484 0.100177
0.0707946 2154.43 0.100399
0.0707946 7742.64 0.100192
0.0707946 27825.6 0.0997086
0.0707946 100000 0.0990425
0.251189 1 0.0186905
0.251189 3.59381 0.0158677
0.251189 12.9155 0.014036
0.251189 46.4159 0.0126792
0.251189 166.81 0.0116122
0.251189 599.484 0.0107417
0.251189 2154.43 0.0100137
0.251189 7742.64 0.00939326
0.251189 27825.6 0.00885643
0.251189 100000 0.00838633
0.891251 1 9.83889e-08
0.891251 3.59381 4.90864e-08
0.891251 12.9155 2.7547e-08
0.891251 46.4159 1.75791e-08
0.891251 166.81 1.22093e-08
0.891251 599.484 8.97865e-09
0.891251 2154.43 6.88329e-09
0.891251 7742.64 5.44774e-09
0.891251 27825.6 4.41951e-09
0.891251 100000 3.65825e-09
